name,query,type
breakawayLVDT4,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointMonitorData"")
  |> filter(fn: (r) => r[""_field""] == ""breakawayLVDT4"")
 
if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
displacementLVDT3,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointMonitorData"")
  |> filter(fn: (r) => r[""_field""] == ""displacementLVDT3"")
 
if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
breakawayLVDT3,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointMonitorData"")
  |> filter(fn: (r) => r[""_field""] == ""breakawayLVDT3"")
 
if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
breakawayLVDT3 - displacementLVDT3,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointMonitorData"")
  |> filter(fn: (r) => r[""_field""] == ""breakawayLVDT3"" or r[""_field""] == ""displacementLVDT3"")
  |> pivot(rowKey: [""_time""], columnKey: [""_field""], valueColumn: ""_value"")
  |> map(fn: (r) => ({r with _value: r.breakawayLVDT3 - r.displacementLVDT3}))
  |> drop(columns: [""breakawayLVDT3"", ""displacementLVDT3""])

if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
displacementLVDT2,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointMonitorData"")
  |> filter(fn: (r) => r[""_field""] == ""displacementLVDT2"")
 
if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
breakawayLVDT2,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointMonitorData"")
  |> filter(fn: (r) => r[""_field""] == ""breakawayLVDT2"")
 
if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
breakawayLVDT2 - displacementLVDT2,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointMonitorData"")
  |> filter(fn: (r) => r[""_field""] == ""breakawayLVDT2"" or r[""_field""] == ""displacementLVDT2"")
  |> pivot(rowKey: [""_time""], columnKey: [""_field""], valueColumn: ""_value"")
  |> map(fn: (r) => ({r with _value: r.breakawayLVDT2 - r.displacementLVDT2}))
  |> drop(columns: [""breakawayLVDT2"", ""displacementLVDT2""])

if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
displacementLVDT1,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointMonitorData"")
  |> filter(fn: (r) => r[""_field""] == ""displacementLVDT1"")
 
if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
breakawayLVDT1,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointMonitorData"")
  |> filter(fn: (r) => r[""_field""] == ""breakawayLVDT1"")
 
if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
breakawayLVDT1 - displacementLVDT1,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointMonitorData"")
  |> filter(fn: (r) => r[""_field""] == ""breakawayLVDT1"" or r[""_field""] == ""displacementLVDT1"")
  |> pivot(rowKey: [""_time""], columnKey: [""_field""], valueColumn: ""_value"")
  |> map(fn: (r) => ({r with _value: r.breakawayLVDT1 - r.displacementLVDT1}))
  |> drop(columns: [""breakawayLVDT1"", ""displacementLVDT1""])

if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
breakawayLVDT0,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointMonitorData"")
  |> filter(fn: (r) => r[""_field""] == ""breakawayLVDT0"")
 
if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
displacementLVDT0,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointMonitorData"")
  |> filter(fn: (r) => r[""_field""] == ""displacementLVDT0"")
 
if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
breakawayLVDT0 - displacementLVDT0,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointMonitorData"")
  |> filter(fn: (r) => r[""_field""] == ""breakawayLVDT0"" or r[""_field""] == ""displacementLVDT0"")
  |> pivot(rowKey: [""_time""], columnKey: [""_field""], valueColumn: ""_value"")
  |> map(fn: (r) => ({r with _value: r.breakawayLVDT0 - r.displacementLVDT0}))
  |> drop(columns: [""breakawayLVDT0"", ""displacementLVDT0""])

if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
Demanded Accelaration (clone 1),"SELECT ""demandAcceleration"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.rotation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Motor_0 and Motor_1 Temps,"SELECT ""temperatureItem6"", ""temperatureItem7"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Rotator_CCW followingposition  error,"SELECT ""positionError"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.ccwFollowingError"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Position Actual and Demanded (clone 1),"SELECT ""errorCode"", ""errorReport"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.logevent_errorCode"" ORDER BY DESC LIMIT 50",influxql
Motors Bus Voltage,"SELECT mean(""busVoltage"") AS ""mean_busVoltage"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.motors"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
M2 Tanget Actuator Error,"SELECT mean(""force0"") AS ""mean_force0"", mean(""force1"") AS ""mean_force1"", mean(""force2"") AS ""mean_force2"", mean(""force3"") AS ""mean_force3"", mean(""force4"") AS ""mean_force4"", mean(""force5"") AS ""mean_force5"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.forceErrorTangent"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
TMA Elevation,"SELECT mean(""actualPosition"") AS ""mean_actualPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
Emergency Stop Active,"SELECT ""active"" FROM ""efd"".""autogen"".""lsst.sal.ATDome.logevent_emergencyStop"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Velocity Actual and Demanded,"SELECT ""actualVelocity"", ""demandVelocity"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.rotation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Currents Motor_0 and Motor_1,"SELECT ""current0"", ""current1"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.motors"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Position Actual and Demanded,"SELECT ""actualPosition"", ""demandPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.rotation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Fault commanded,"SELECT ""private_efdStamp"", ""private_identity"", ""private_seqNum"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.command_fault"" ORDER BY DESC LIMIT 50",influxql
Rotator Acceleration + Deceleration,"SELECT ""accel"" AS ""accel"", ""decel"" AS ""decel"" FROM ""efd"".""autogen"".""lsst.sal.Scheduler.logevent_rotatorConfig"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Applied Balance Forces Magnitude,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.appliedBalanceForces"")
  |> filter(fn: (r) => r[""_field""] =~ /forceMagnitude/)


if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
Hardpoints Force Magnitude,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointActuatorData"")
  |> filter(fn: (r) => r[""_field""] =~ /forceMagnitude/)


if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
